1000000777A,I123,I115,C209,D212
1000000778B,P201,I115,I329,D212
1000000779C,I320,I112,X999,L101
1000000780A,G102,I116,F201,D213
1000000781B,G106,T003,C209,I121
1000000782C,I134,I112,I331,L101
1000000783A,P106,A104,I141,I139
1000000784B,I123,I119,G102,E102
1000000785C,I123,C105,G213,I248
1000000786A,I141,I119,G105,E102
1000000787B,X999,I251,I123,E104
1000000788C,G106,I251,A210,E104
1000000789A,I141,L004,I329,I246
1000000790B,I141,D216,G106,I245
1000000791C,P201,A104,P111,I139
1000000792A,C103,A104,I332,I139
1000000793B,G102,I112,I124,L101
1000000794C,G107,I136,I140,T202
1000000795A,P106,I119,G214,E102
1000000796B,I322,I122,G211,D211
1000000797C,I322,D216,I123,I245
1000000798A,P111,I251,A101,E104
1000000799B,P111,D216,I134,I245
1000000800C,I140,C106,X999,I240
1000000801A,G104,D211,I134,I238
1000000802B,I140,C105,P104,I248
1000000803C,P201,D211,P111,I238
1000000804A,X999,T203,I134,I212
1000000805B,I313,A104,X999,I139
1000000806C,P201,C106,G214,I240
1000000807A,I322,C106,I141,I240
1000000808B,P201,T204,P111,I137
1000000809C,X999,I244,G105,E207
1000000810A,I130,E203,G211,I216
1000000811B,P106,T203,I141,I212
1000000812C,P111,I117,C103,E101
1000000813A,G107,I117,A210,E101
1000000814B,G107,I119,C103,E102
1000000815C,X999,I244,G214,E207
1000000816A,P201,I120,I123,E103
1000000817B,A201,I251,G214,E104
1000000818C,G107,C105,I140,I248
1000000819A,I130,I115,G105,D212
1000000820B,G102,E203,I329,I216
1000000821C,G107,I120,X999,E103
1000000822A,G102,C106,F201,I240
1000000823B,T001,C104,I143,I214
1000000824C,A201,I120,G106,E103
1000000825A,G106,T204,X999,I137
1000000826B,I313,L004,G214,I246
1000000827C,G102,I117,X999,E101
1000000828A,G214,L004,I332,I246
1000000829B,I322,D211,G105,I238
1000000830C,C103,I115,I140,D212
1000000831A,X999,I115,I134,D212
1000000832B,G104,C105,I141,I248
1000000833C,I134,I244,G211,E207
1000000834A,P111,T003,I140,I121
1000000835B,I322,I251,I124,E104
1000000836C,X999,C106,I124,I240
1000000837A,G106,E203,X999,I216
1000000838B,X999,T203,G106,I212
1000000839C,P106,I136,I140,T202
1000000840A,T001,A104,G105,I139
1000000841B,A201,I251,G106,E104
1000000842C,G106,L004,P104,I246
1000000843A,I320,I116,G105,D213
1000000844B,G104,C104,X999,I214
1000000845C,P201,D211,G105,I238
1000000846A,G107,D216,P104,I245
1000000847B,P201,E203,G102,I216
1000000848C,A101,I116,I331,D213
1000000849A,I141,D211,P104,I238
1000000850B,G214,C106,F201,I240
1000000851C,G106,C106,I123,I240
1000000852A,G104,I116,I332,D213
1000000853B,G214,T003,I329,I121
1000000854C,G104,C104,P104,I214
1000000855A,X999,I251,P104,E104
1000000856B,G102,T204,I140,I137
1000000857C,A201,I120,X999,E103
1000000858A,I134,T203,I329,I212
1000000859B,P111,I136,X999,T202
1000000860C,I320,I122,I123,D211
1000000861A,X999,A104,I140,I139
1000000862B,I320,I117,C209,E101
1000000863C,P201,I122,I332,D211
1000000864A,X999,I119,G214,E102
1000000865B,I320,I116,I123,D213
1000000866C,I313,C106,G106,I240
1000000867A,X999,I136,I140,T202
1000000868B,X999,T003,I331,I121
1000000869C,X999,I115,G213,D212
1000000870A,X999,I122,I329,D211
1000000871B,I322,T204,A101,I137
1000000872C,G213,L004,I124,I246
1000000873A,G104,D216,F201,I245
1000000874B,I320,L004,I123,I246
1000000875C,I134,E203,I329,I216
1000000876A,X999,I251,G105,E104
1000000877B,X999,I117,P111,E101
1000000878C,X999,I244,G102,E207
1000000879A,I123,T203,G213,I212
1000000880B,G213,I116,X999,D213
1000000881C,G213,L004,P106,I246
1000000882A,G102,I120,P104,E103
1000000883B,P106,I115,G214,D212
1000000884C,I322,T204,I123,I137
1000000885A,G106,T203,X999,I212
1000000886B,X999,D211,G106,I238
1000000887C,X999,I136,I143,T202
1000000888A,I313,I115,G105,D212
1000000889B,G102,I120,I140,E103
1000000890C,X999,C104,I123,I214
1000000891A,I123,C105,G106,I248
1000000892B,I140,L004,P106,I246
1000000893C,P111,A104,I134,I139
1000000894A,I141,I251,G105,E104
1000000895B,G102,E203,I143,I216
1000000896C,A201,I117,C209,E101
1000000897A,I140,C105,X999,I248
1000000898B,P111,D216,I140,I245
1000000899C,I313,I115,F201,D212
1000000900A,G214,I244,F201,E207
1000000901B,T001,I117,I123,E101
1000000902C,G213,C104,F201,I214
1000000903A,C103,I117,I332,E101
1000000904B,P201,A104,I332,I139
1000000905C,A101,T204,F201,I137
1000000906A,T001,I244,I329,E207
1000000907B,C103,I119,I134,E102
1000000908C,I123,T203,X999,I212
1000000909A,I140,I251,C103,E104
1000000910B,G106,D211,I124,I238
1000000911C,I130,I122,I331,D211
1000000912A,G104,I115,X999,D212
1000000913B,I123,I251,G214,E104
1000000914C,I130,I112,C209,L101
1000000915A,G104,I116,P111,D213
1000000916B,P106,I251,G105,E104
1000000917C,I322,I120,I123,E103
1000000918A,T001,I119,P106,E102
1000000919B,X999,I122,G211,D211
1000000920C,G106,A104,C209,I139
1000000921A,I130,I251,P104,E104
1000000922B,I141,I122,C103,D211
1000000923C,P201,I136,G106,T202
1000000924A,I123,I112,G102,L101
1000000925B,I320,I136,X999,T202
1000000926C,I320,I136,X999,T202
1000000927A,X999,D211,G214,I238
1000000928B,I320,I116,C103,D213
1000000929C,I123,C105,X999,I248
1000000930A,P111,C104,I140,I214
1000000931B,G104,A104,C209,I139
1000000932C,G213,I117,I143,E101
1000000933A,X999,E203,I332,I216
1000000934B,X999,C105,P111,I248
1000000935C,G107,C106,P104,I240
1000000936A,G107,I136,I329,T202
1000000937B,P201,D216,I134,I245
1000000938C,G213,T003,P106,I121
1000000939A,G106,I251,P104,E104
1000000940B,I322,T203,G105,I212
1000000941C,I123,I115,G105,D212
1000000942A,I322,E203,C103,I216
1000000943B,I134,T003,I332,I121
1000000944C,G104,C106,C209,I248
1000000945A,I140,I122,G102,D211
1000000946B,I130,I112,I331,L101
1000000947C,I141,T203,I331,I212
1000000948A,P111,I120,C103,E103
1000000949B,G104,C106,A101,I240
1000000950C,I320,T203,G213,I212
1000000951A,X999,X999,X999,X999
1000000952B,P201,I119,I141,E102
1000000953C,I123,I120,G102,E103
1000000954A,G214,T204,X999,I137
1000000955B,G107,I120,X999,E103
1000000956C,I123,T203,I332,I212
1000000957A,G102,I117,I329,E101
1000000958B,A101,I120,P111,E103
1000000959C,X999,E203,I141,I216
1000000960A,X999,I122,I332,D211
1000000961B,T001,D216,I143,I245
1000000962C,G213,L004,C209,I246
1000000963A,I313,D211,C209,I238
1000000964B,C103,I244,I140,E207
1000000965C,P201,I112,P106,L101
1000000966A,P111,I136,G106,T202
1000000967B,I134,I251,G213,E104
1000000968C,I320,E203,F201,I216
1000000969A,G104,T003,P104,I121
1000000970B,G107,C106,I141,I240
1000000971C,I130,I119,I332,E102
1000000972A,C103,I251,I134,E104
1000000973B,I313,C106,I143,I240
1000000974C,I140,C105,G105,I248
1000000975A,I140,C106,X999,I240
1000000976B,G106,T003,I143,I121
1000000977C,P106,E203,F201,I216
1000000978A,I134,C105,G102,I248
1000000979B,X999,I116,G211,D213
1000000980C,X999,I122,I143,D211
1000000981A,I140,I251,I332,E104
1000000982B,T001,I251,G106,E104
1000000983C,P201,C104,I140,I214
1000000984A,P106,I119,I140,E102
1000000985B,X999,T204,I134,I137
1000000986C,G214,D211,C103,I238
1000000987A,I320,C104,I123,I214
1000000988B,I123,I115,C103,D212
1000000989C,P201,I136,G214,T202
1000000990A,G104,T204,I141,I137
1000000991B,G213,I122,I143,D211
1000000992C,P111,I119,F201,E102
1000000993A,I123,I122,C209,D211
1000000994B,P106,I117,G106,E101
1000000995C,G107,I119,P104,E102
1000000996A,A101,D211,P104,I238
1000000997B,A201,I120,G106,E103
1000000998C,T001,I122,P106,D211
1000000999A,X999,I112,P106,L101
1000001000B,X999,I244,I332,E207
1000001001C,G107,E203,I123,I216
1000001002A,P201,I119,I123,E102
1000001003B,X999,T204,P104,I137
1000001004C,G102,I116,X999,D213
1000001005A,G107,I136,X999,T202
1000001006B,X999,T203,G214,I212
1000001007C,I123,I119,G211,E102
1000001008A,P201,C104,I140,I214
1000001009B,I141,D216,G211,I245
1000001010C,I140,A104,A101,I139
1000001011A,T001,I112,P111,L101
1000001012B,I123,I251,G213,E104
1000001013C,I123,T204,I331,I137
1000001014A,G213,I251,X999,E104
1000001015B,I140,I251,G105,E104
1000001016C,T001,I117,I124,E101
1000001017A,X999,I244,I331,E207
1000001018B,G106,A104,C209,I139
1000001019C,X999,L004,P111,I246
1000001020A,X999,I112,G105,L101
1000001021B,G214,D216,I331,I245
1000001022C,G214,I136,I123,T202
1000001023A,C103,T204,I124,I137
1000001024B,X999,A104,I332,I139
1000001025C,I130,I117,F201,E101
1000001026A,I141,I116,G102,D213
1000001027B,G107,I115,P104,D212
1000001028C,G106,C105,I141,I248
1000001029A,G106,I115,C103,D212
1000001030B,G102,I119,F201,E102
1000001031C,I141,L004,C103,I246
1000001032A,X999,I244,G211,E207
1000001033B,C103,I251,G105,E104
1000001034C,P111,D211,I124,I238
1000001035A,G107,I115,I331,D212
1000001036B,I140,I112,G213,L101
1000001037C,I141,I112,X999,L101
1000001038A,I140,T003,G214,I121
1000001039B,X999,I136,I143,T202
1000001040C,I141,I136,G102,T202
1000001041A,I322,D216,G214,I245
1000001042B,G214,T003,F201,I121
1000001043C,P111,I116,I143,D213
1000001044A,X999,I136,I331,T202
1000001045B,X999,I115,P104,D212
1000001046C,X999,D211,I141,I238
1000001047A,I123,I122,G214,D211
1000001048B,G106,A104,I143,I139
1000001049C,I313,T003,I143,I121
1000001050A,I322,C105,I123,I248
1000001051B,P201,I244,I141,E207
1000001052C,A201,I120,G213,E103
1000001053A,P201,C104,G214,I214
1000001054B,I322,C104,I123,I214
1000001055C,A201,T003,I332,I121
1000001056A,G106,I119,P106,E102
1000001057B,I130,C104,G213,I214
1000001058C,T001,I251,I329,E104
1000001059A,I140,L004,I329,I246
1000001060B,I322,I116,G105,D213
1000001061C,X999,I120,I331,E103
1000001062A,P111,E203,G102,I216
1000001063B,I134,E203,P106,I216
1000001064C,T001,I244,P106,E207
1000001065A,G104,E203,P104,I216
1000001066B,A101,I117,F201,E101
1000001067C,I141,D216,C209,I245
1000001068A,G106,I136,X999,T202
1000001069B,G213,I120,A101,E103
1000001070C,A201,T003,I329,I121
1000001071A,I134,E203,X999,I216
1000001072B,P111,A104,I134,I139
1000001073C,X999,T203,P106,I212
1000001074A,P106,A104,G102,I139
1000001075B,P111,I122,G214,D211
1000001076C,I140,T204,G102,I137
1000001077A,I313,T203,I124,I212
1000001078B,I123,E203,C209,I216
1000001079C,G107,C104,X999,I214
1000001080A,I123,I117,G214,E101
1000001081B,G213,T003,I329,I121
1000001082C,G214,C105,I329,I248
1000001083A,I134,I116,G106,D213
1000001084B,G213,A104,I141,I139
1000001085C,I138,I242,T202,C314
1000001086A,J105,I214,D212,I331
1000001087B,D211,L101,J004,G106
1000001088C,A108,A105,I240,I138
1000001089A,J105,I214,T202,I320
1000001090B,T003,E105,T002,G106
1000001091C,T204,E101,J106,I329
1000001092A,D211,L101,J004,C317
1000001093B,L101,E102,I137,I130
1000001094C,I251,I138,T003,C103
1000001095A,A108,A105,J101,I138
1000001096B,I138,I242,T003,F201
1000001097C,D211,L101,J004,I130
1000001098A,D212,E103,I216,G214
1000001099B,T204,E101,J101,F201
1000001100C,I138,I242,L101,I242
1000001101A,E103,A102,J101,I331
1000001102B,A108,A105,T002,C314
1000001103C,T204,E101,J105,I242
1000001104A,I240,I212,T003,P106
1000001105B,E105,A108,J002,I331
1000001106C,A108,A105,I115,I124
1000001107A,D212,E103,I246,I106
1000001108B,I138,I242,T201,C103
1000001109C,I244,I245,D212,G214
1000001110A,I247,I240,T203,G104
1000001111B,I132,I248,E103,F201
1000001112C,I132,I248,E104,G213
1000001113A,I216,I246,E101,F201
1000001114B,I249,I121,T003,C317
1000001115C,I250,J107,E104,F201
1000001116A,T003,E105,I137,I106
1000001117B,I244,I245,T202,I242
1000001118C,I132,I248,T201,I329
1000001119A,I247,I240,E103,I320
1000001120B,A108,A105,J106,D217
1000001121C,I216,I246,T003,I143
1000001122A,E105,A108,J002,I128
1000001123B,D211,L101,J002,I140
1000001124C,T203,E104,J004,I141
1000001125A,A108,A105,I132,C103
1000001126B,E103,A102,I246,I320
1000001127C,E104,A210,J106,I141
1000001128A,A108,A105,J002,C314
1000001129B,I249,I121,E101,G104
1000001130C,E105,A108,I246,G104
1000001131A,I132,I248,T201,C314
1000001132B,I138,I242,T201,I143
1000001133C,E104,A210,J002,G106
1000001134A,J105,I214,E103,I242
1000001135B,D212,E103,I240,C317
1000001136C,E103,A102,I246,I329
1000001137A,T203,E104,I216,I134
1000001138B,T003,E105,J002,I124
1000001139C,I245,I247,E103,I140
1000001140A,D211,L101,I246,G214
1000001141B,I249,I121,T203,I242
1000001142C,I251,I138,E101,I130
1000001143A,E104,A210,I137,G104
1000001144B,T203,E104,J101,I143
1000001145C,L101,E102,I132,I106
1000001146A,T204,E101,J101,G105
1000001147B,J105,I214,E102,I141
1000001148C,E101,A106,I246,C317
1000001149A,I247,I240,E102,I329
1000001150B,A108,A105,I216,P106
1000001151C,I250,J107,L101,P111
1000001152A,I216,I246,T003,I124
1000001153B,I245,I247,T204,I124
1000001154C,A108,A105,I132,G213
1000001155A,D211,L101,J106,D217
1000001156B,J105,I214,T202,G214
1000001157C,I251,I138,T203,I329
1000001158A,I138,I242,L101,G106
1000001159B,E101,A106,I216,I140
1000001160C,T204,E101,J105,F201
1000001161A,E105,A108,I132,F201
1000001162B,T003,E105,J002,C103
1000001163C,D212,E103,J105,I130
1000001164A,E103,A102,I246,P111
1000001165B,E104,A210,I240,I141
1000001166C,I240,I212,T202,C314
1000001167A,E101,A106,J106,G105
1000001168B,I247,I240,D212,I242
1000001169C,A108,A105,I132,I141
1000001170A,I250,J107,T003,I106
1000001171B,E103,A102,I216,I320
1000001172C,I249,I121,E104,I143
1000001173A,D211,L101,I115,I141
1000001174B,I247,I240,E103,I134
1000001175C,E101,A106,J105,G214
1000001176A,J105,I214,T203,C317
1000001177B,I250,J107,E104,F201
1000001178C,E207,A207,T002,I124
1000001179A,E104,A210,J101,F201
1000001180B,D212,E103,J004,I138
1000001181C,I250,J107,T204,I242
1000001182A,I250,J107,T203,C317
1000001183B,I247,I240,L101,G104
1000001184C,I244,I245,T203,G105
1000001185A,D212,E103,I137,G213
1000001186B,J105,I214,E102,I242
1000001187C,I251,I138,D212,G104
1000001188A,I132,I248,T204,I124
1000001189B,L101,E102,I216,P106
1000001190C,I245,I247,E103,C314
1000001191A,I250,J107,T203,I134
1000001192B,E101,A106,J004,I138
1000001193C,E101,A106,I246,I134
1000001194A,T003,E105,I137,P106
1000001195B,I249,I121,E101,I141
1000001196C,E207,A207,I115,I124
1000001197A,D212,E103,I115,G106
1000001198B,D211,L101,T002,I329
1000001199C,J105,I214,E102,C317
1000001200A,I244,I245,T204,I138
1000001201B,E207,A207,J004,C314
1000001202C,I245,I247,D212,I128
1000001203A,I251,I138,D212,G214
1000001204B,D212,E103,J002,I124
1000001205C,T203,E104,J002,C103
1000001206A,I245,I247,D212,C314
1000001207B,I245,I247,E102,I106
1000001208C,I247,I240,E103,C314
1000001209A,I247,I240,E102,I124
1000001210B,E105,A108,J004,G106
1000001211C,E104,A210,I246,P106
1000001212A,I240,I212,E101,C317
1000001213B,L101,E102,J105,I320
1000001214C,E105,A108,J105,D217
1000001215A,I251,I138,E101,I329
1000001216B,I240,I212,T203,G105
1000001217C,I240,I212,T203,I138
1000001218A,E105,A108,I115,I320
1000001219B,X999,X999,X999,X999
1000001220C,J105,I214,E102,G104
1000001221A,T003,E105,T002,I130
1000001222B,I250,J107,L101,P106
1000001223C,I244,I245,E103,C314
1000001224A,D212,E103,I132,G104
1000001225B,D212,E103,J106,I242
1000001226C,I240,I212,E101,D217
1000001227A,I216,I246,E101,I124
1000001228B,T204,E101,J106,I134
1000001229C,I138,I242,T201,G106
1000001230A,I138,I242,E102,I331
1000001231B,I240,I212,E101,G106
1000001232C,A108,A105,J105,I320
1000001233A,I138,I242,T201,I141
1000001234B,I240,I212,E101,I106
1000001235C,D211,L101,I132,D217
1000001236A,I138,I242,E103,G214
1000001237B,J105,I214,D212,C317
1000001238C,T203,E104,I246,G214
1000001239A,T204,E101,I115,I128
1000001240B,I250,J107,T204,I141
1000001241C,I251,I138,T201,P111
1000001242A,I249,I121,E104,P106
1000001243B,E103,A102,J002,P111
1000001244C,E103,A102,I246,I130
1000001245A,E103,A102,J106,I140
1000001246B,J105,I214,D212,I143
1000001247C,I132,I248,E104,G213
1000001248A,I216,I246,E104,I140
1000001249B,D212,E103,I115,P106
1000001250C,E105,A108,I115,I130
1000001251A,L101,E102,J004,G105
1000001252B,T203,E104,I132,I141
1000001253C,I250,J107,T003,F201
1000001254A,I247,I240,T003,I143
1000001255B,I240,I212,E101,I320
1000001256C,I251,I138,E104,C103
1000001257A,J105,I214,E103,I128
1000001258B,E101,A106,I216,D217
1000001259C,J105,I214,E103,G106
1000001260A,J105,I214,D212,I134
1000001261B,I249,I121,T201,A101
1000001262C,T203,E104,I240,D217
1000001263A,E101,A106,I240,G213
1000001264B,T003,E105,I132,I106
1000001265C,I138,I242,E101,C314
1000001266A,T003,E105,T002,I329
1000001267B,I245,I247,E102,I130
1000001268C,I138,I242,L101,G104
1000001269A,E207,A207,I132,I140
1000001270B,E104,A210,J105,I138
1000001271C,I251,I138,E103,I128
1000001272A,I240,I212,E102,I106
1000001273B,I244,I245,T202,I106
1000001274C,I247,I240,E104,I128
1000001275A,A108,A105,I115,L001
1000001276B,I251,I138,E103,I128
1000001277C,T203,E104,I246,I124
1000001278A,E207,A207,J004,D217
1000001279B,I250,J107,T202,I331
1000001280C,I250,J107,T204,C314
1000001281A,D211,L101,I137,I130
1000001282B,T003,E105,J105,P111
1000001283C,E104,A210,I246,G105
1000001284A,I245,I247,E102,G105
1000001285B,I245,I247,E102,I138
1000001286C,E103,A102,I115,G213
1000001287A,E101,A106,T002,I134
1000001288B,D211,L101,J106,C317
1000001289C,I251,I138,E101,I331
1000001290A,I244,I245,T204,I128
1000001291B,I245,I247,E102,I331
1000001292C,J105,I214,E103,I138
1000001293A,E103,A102,J004,I138
1000001294B,E103,A102,I137,I242
1000001295C,I244,I245,T204,C317
1000001296A,I245,I247,T204,I140
1000001297B,T204,E101,J002,I143
1000001298C,E103,A102,J105,P106
1000001299A,T203,E104,I216,C103
1000001300B,T203,E104,I246,G104
1000001301C,A108,A105,J002,C103
1000001302A,E105,A108,I132,I141
1000001303B,I216,I246,T003,G213
1000001304C,I247,I240,T203,I106
1000001305A,I240,I212,T201,I331
1000001306B,T203,E104,I115,C314
1000001307C,L101,E102,I132,G104
1000001308A,E105,A108,J105,I134
1000001309B,I247,I240,D212,I331
1000001310C,I216,I246,T204,G105
1000001311A,D211,L101,J004,I242
1000001312B,E207,A207,J105,I106
1000001313C,T203,E104,J101,G104
1000001314A,I249,I121,E104,G213
1000001315B,E101,A106,J004,I141
1000001316C,I249,I121,E101,C103
1000001317A,I251,I138,E104,G213
1000001318B,I132,I248,T202,I138
1000001319C,L101,E102,I216,I331
1000001320A,I249,I121,T203,I134
1000001321B,E105,A108,I115,C314
1000001322C,I250,J107,E101,C103
1000001323A,E101,A106,J106,I140
1000001324B,E207,A207,J101,G106
1000001325C,L101,E102,I216,C103
1000001326A,I132,I248,T203,I138
1000001327B,J105,I214,E102,I143
1000001328C,E105,A108,I132,I320
1000001329A,E104,A210,J004,I143
1000001330B,I251,I138,T203,C317
1000001331C,E207,A207,I240,I140
1000001332A,E101,A106,I240,C314
1000001333B,E101,A106,I240,I242
1000001334C,I250,J107,T201,C103
1000001335A,I138,I242,L101,I140
1000001336B,T204,E101,I216,I331
1000001337C,I244,I245,T204,I242
1000001338A,I244,I245,L101,I143
1000001339B,I240,I212,L101,G106
1000001340C,I132,I248,T003,A101
1000001341A,I132,I248,E104,I140
1000001342B,E101,A106,J105,I320
1000001343C,I251,I138,T003,G104
1000001344A,I138,I242,E104,F201
1000001345B,I249,I121,L101,I130
1000001346C,E101,A106,J106,I331
1000001347A,E207,A207,I240,C103
1000001348B,E105,A108,J101,I141
1000001349C,T003,E105,J101,I130
1000001350A,I240,I212,L101,I242
1000001351B,E207,A207,I115,G104
1000001352C,E103,A102,I115,I140
1000001353A,D212,E103,I240,G214
1000001354B,I250,J107,E104,I242
1000001355C,I132,I248,T201,P106
1000001356A,D211,L101,I240,C314
1000001357B,I250,J107,E101,G213
1000001358C,T003,E105,J106,I128
1000001359A,I138,I242,T204,D217
1000001360B,I240,I212,E101,D217
1000001361C,I138,I242,E102,G104
1000001362A,T203,E104,J004,D217
1000001363B,I245,I247,T202,I140
1000001364C,I247,I240,E102,G213
1000001365A,A108,A105,J105,C103
1000001366B,T204,E101,J101,I143
1000001367C,D211,L101,J106,I124
1000001368A,I216,I246,L101,I138
1000001369B,I249,I121,T003,I140
1000001370C,I240,I212,E101,C103
1000001371A,I244,I245,T203,C317
1000001372B,T204,E101,J105,C103
1000001373C,I249,I121,T203,G106
1000001374A,E105,A108,I132,C314
1000001375B,I244,I245,T204,G105
1000001376C,I247,I240,D212,I143
1000001377A,I251,I138,T204,I320
1000001378B,A108,A105,I132,G214
1000001379C,E101,A106,J002,I143
1000001380A,I250,J107,E102,P106
1000001381B,I216,I246,T201,I320
1000001382C,I245,I247,T203,G104
1000001383A,D212,E103,I137,I320
1000001384B,E101,A106,J004,I143
1000001385C,L101,E102,J105,I130
1000001386A,D211,L101,J101,I130
1000001387B,T203,E104,T002,C103
1000001388C,I132,I248,L101,F201
1000001389A,I251,I138,T204,F201
1000001390B,I132,I248,E104,C103
1000001391C,E103,A102,J105,I329
1000001392A,I244,I245,T204,G105
1000001393B,I251,I138,T201,D217
1000001394C,J105,I214,T202,I106
1000001395A,I132,I248,E104,I143
1000001396B,D211,L101,J004,I128
1000001397C,I244,I245,D212,I128
1000001398A,E105,A108,J106,G104
1000001399B,I244,I245,T203,I130
1000001400C,J105,I214,D212,C314
1000001401A,I240,I212,T003,I140
1000001402B,I247,I240,T203,C317
1000001403C,E104,A210,J105,I331
1000001404A,E101,A106,I115,I130
1000001405B,I244,I245,T202,I140
1000001406C,I251,I138,E102,G214
1000001407A,I245,I247,T203,I134
1000001408B,I132,I248,E104,G214
1000001409C,L101,E102,T002,P111
1000001410A,T203,E104,J106,I128
1000001411B,J105,I214,E103,I134
1000001412C,I247,I240,T204,G104
1000001413A,L101,E102,I240,I140
1000001414B,I250,J107,T003,I130
1000001415C,I132,I248,T202,I124
1000001416A,I132,I248,D212,G105
1000001417B,E103,A102,I216,P106
1000001418C,I250,J107,T202,I242
1000001419A,L101,E102,I132,P111
1000001420B,I247,I240,T202,G214
1000001421C,E103,A102,I115,A101
1000001422A,D212,E103,J106,F201
1000001423B,I245,I247,D212,I106
1000001424C,I249,I121,T201,G104
1000001425A,D212,E103,I246,C103
1000001426B,T003,E105,I137,I138
1000001427C,L101,E102,I216,G214
1000001428A,E207,A207,I137,C314
1000001429B,D212,E103,I216,G105
1000001430C,I245,I247,E104,I143
1000001431A,E207,A207,I240,P111
1000001432B,T204,E101,I240,I320
1000001433C,T204,E101,J002,I329
1000001434A,I240,I212,T201,P111
1000001435B,T204,E101,I246,I134
1000001436C,A108,A105,J004,I124
1000001437A,E105,A108,T002,I329
1000001438B,I216,I246,T201,P111
1000001439C,I250,J107,E102,G213
1000001440A,E104,A210,I115,I106
1000001441B,T204,E101,I132,I128
1000001442C,A108,A105,I216,P111
1000001443A,A108,A105,I115,I329
1000001444B,E101,A106,I240,P106
1000001445C,T203,E104,I246,G106
1000001446A,I251,I138,E103,G104
1000001447B,T003,E105,J106,I329
1000001448C,I132,I248,T003,G213
1000001449A,D212,E103,I240,I320
1000001450B,I244,I245,T202,I128
1000001451C,E103,A102,T002,I320
1000001452A,E104,A210,I240,I138
1000001453B,A108,A105,J106,I242
1000001454C,I138,I242,T203,I138
1000001455A,I132,I248,T201,G106
1000001456B,E105,A108,I137,P111
1000001457C,E104,A210,J002,I141
1000001458A,I249,I121,E103,I130
1000001459B,D211,L101,I216,G106
1000001460C,D212,E103,I240,I141
1000001461A,T003,E105,I115,P106
1000001462B,I249,I121,L101,I138
1000001463C,D211,L101,I137,F201
1000001464A,J105,I214,D212,I143
1000001465B,I216,I246,T003,C103
1000001466C,I250,J107,T201,I143
1000001467A,I247,I240,T204,I138
1000001468B,I216,I246,L101,I106
1000001469C,I249,I121,T204,I128
1000001470A,E104,A210,I132,G214
1000001471B,E104,A210,J101,I329
1000001472C,I216,I246,E103,I128
1000001473A,I216,I246,T201,F201
1000001474B,I251,I138,E102,G106
1000001475C,A108,A105,I216,I140
1000001476A,D212,E103,J101,I138
1000001477B,J105,I214,T202,I128
1000001478C,I245,I247,T201,F201
1000001479A,I216,I246,T003,G106
1000001480B,A108,A105,J002,F201
1000001481C,I244,I245,E103,I242
1000001482A,I247,I240,D212,I143
1000001483B,L101,E102,I216,I128
1000001484C,E101,A106,J101,I138
1000001485A,I245,I247,T202,C317
1000001486B,I216,I246,E104,I329
1000001487C,T204,E101,T002,I134
1000001488A,I138,I242,E101,A101
1000001489B,I251,I138,T201,C317
1000001490C,D212,E103,T002,I138
1000001491A,T003,E105,T002,I130
1000001492B,T203,E104,T002,C103
1000001493C,D212,E103,T002,C314
1000001494A,I132,I248,T201,G106
1000001495B,I216,I246,T003,C314
1000001496C,L101,E102,T002,G106
1000001497A,T204,E101,I246,I329
1000001498B,I132,I248,E103,C317
1000001499C,I247,I240,T202,I140
1000001500A,I251,I138,L101,I320
1000001501B,T003,E105,I137,I141
1000001502C,T203,E104,J105,I140
1000001503A,I249,I121,T201,D217
1000001504B,I247,I240,T203,I106
1000001505C,I247,I240,E103,G214
1000001506A,L101,E102,I132,G213
1000001507B,D211,L101,I137,P111
1000001508C,T204,E101,I240,C314
1000001509A,T003,E105,T002,I140
1000001510B,A108,A105,I132,P106
1000001511C,T203,E104,J002,I320
1000001512A,E105,A108,I137,I329
1000001513B,I244,I245,T202,I141
1000001514C,I132,I248,E102,I331
1000001515A,I247,I240,E103,I138
1000001516B,A108,A105,I246,G213
1000001517C,E105,A108,J106,I141
1000001518A,I244,I245,D212,I141
1000001519B,T204,E101,I137,G105
1000001520C,I240,I212,T202,D217
1000001521A,T204,E101,T002,I106
1000001522B,E207,A207,I216,I329
1000001523C,I250,J107,D212,I141
1000001524A,D212,E103,I240,P111
1000001525B,E104,A210,J002,I143
1000001526C,I216,I246,T201,I138
1000001527A,T204,E101,J106,P106
1000001528B,D211,L101,J106,I106
1000001529C,I247,I240,T204,I128
1000001530A,T203,E104,T002,I106
1000001531B,E104,A210,I137,I106
1000001532C,I249,I121,E104,I320
1000001533A,D211,L101,I240,G214
1000001534B,T003,E105,T002,C103
1000001535C,T203,E104,I132,G214
1000001536A,I245,I247,D212,G213
1000001537B,I245,I247,E103,I130
1000001538C,D212,E103,J106,I128
1000001539A,I216,I246,E101,I143
1000001540B,T203,E104,J105,G106
1000001541C,I138,I242,T203,I141
1000001542A,I245,I247,T203,I141
1000001543B,E101,A106,J101,G104
1000001544C,L101,E102,J106,C317
1000001545A,E207,A207,I216,I141
1000001546B,T003,E105,I246,I141
1000001547C,L101,E102,I115,I106
1000001548A,I138,I242,L101,I130
1000001549B,I240,I212,T003,I140
1000001550C,I240,I212,L101,C103
1000001551A,E103,A102,I240,I331
1000001552B,E104,A210,J002,G104
1000001553C,E103,A102,I137,F201
